他一定不信任我,1,0,0,0,0,1,0,0,1
我完全沒有貢獻,1,0,0,0,0,1,0,0,1
我現在一定很失敗,1,0,0,0,0,1,0,0,1
他一定不喜歡我,1,0,0,0,0,1,0,0,1
他一定是我的敵人,1,0,0,0,0,0,0,0,1
世上的人不在乎我,1,0,0,0,0,1,0,0,1
我一定是瘋了,1,0,0,0,0,0,0,0,1
我全部都很擔心,1,0,0,0,0,0,1,0,1
我總是在難過,1,0,0,0,0,1,0,0,1
我永遠不可能跟他們一樣,1,0,0,0,0,1,0,0,1
這些我全部都很擔心,1,0,0,0,0,0,1,0,1
我未來可能無法成功,0,1,0,0,0,1,1,0,1
我無法完成這次的作業,0,1,0,0,0,1,1,0,1
這堂課我會被當,0,1,0,0,0,1,1,0,1
我的未來沒有希望了,0,1,0,0,0,1,1,0,1
這次的報告我會出糗,0,1,0,0,0,1,1,0,0
我的作業會被老師退回來,0,1,0,0,0,1,1,0,0
我無法指望他會提供協助,0,1,0,0,0,1,1,0,1
我沒有能力應付,0,1,0,0,0,1,1,0,1
我將會失去工作,0,1,0,0,0,1,1,0,1
我好像每件事都做不好,0,1,0,0,0,1,1,0,1
他應該覺得我很糟,0,0,1,0,0,1,1,0,1
他認為我很爛,0,0,1,0,0,1,0,0,1
他覺得我的作法很蠢,0,0,1,0,0,1,0,0,1
他認為我這次的作業很糟,0,0,1,0,0,1,0,0,1
他認為我是個騙子,0,0,1,0,0,0,0,0,1
他覺得跟我合作很倒楣,0,0,1,0,0,1,0,0,1
我覺得他可能真的不喜歡我,0,0,1,0,0,1,1,0,1
他不想跟我說話,0,0,1,0,0,1,0,0,1
他可能覺得我很奇怪,0,0,1,0,0,1,1,0,1
我應該要在期限之前完成的,0,0,0,1,0,0,1,0,1
這件事我必須要完成,0,0,0,1,0,0,1,0,1
他應該要早起的,0,0,0,1,0,0,0,0,1
他應該要對我好一點,0,0,0,1,0,0,0,0,1
我不應該跟他吵架,0,0,0,1,0,1,0,0,1
我不應該失敗,0,0,0,1,0,1,0,0,1
他應該要來看我的,0,0,0,1,0,0,0,0,1
他應該要回我電話,0,0,0,1,0,0,0,0,1
我不應該對他生氣的,0,0,0,1,0,1,0,0,1
我應該要買農藥,0,0,0,1,0,1,0,0,1
我覺得我很失敗,0,0,0,0,0,1,0,0,1
我認為我沒有天分,0,0,0,0,0,1,0,0,1
我朋友似乎不想理我,0,0,0,0,0,1,0,0,1
我很擔心妳在外面會出什麼事,0,0,0,0,0,0,1,0,0
他對我似乎有點疏離,0,0,0,0,0,1,1,0,1
他不可以這樣對我,0,0,0,0,0,0,0,0,1
我好脆弱,0,0,0,0,0,1,0,0,1
我無法控制飲食,0,0,0,0,0,0,1,0,1
我無法面對這些,0,0,0,0,0,0,1,0,1
這件事不可能發生在我身上,0,0,0,0,0,0,0,0,1
我覺得自己不太對勁,0,0,0,0,0,0,1,0,1
我擔心我生病了,0,0,0,0,0,0,1,0,1
他認為我很蠢,0,0,0,0,0,1,0,0,1
我是個廢物,0,0,0,0,0,1,0,0,1
這禮拜我覺得很糟糕,0,0,0,0,0,1,0,0,1
我很擔心我的考試,0,0,0,0,0,0,1,0,1
我感到很緊張,0,0,0,0,0,0,1,0,1
我討厭妳,0,0,0,0,0,0,0,0,0
我覺得自己很糟糕,0,0,0,0,0,1,0,0,1
我這陣子都感覺不對勁,0,0,0,0,0,0,1,0,1
我擔心我可能生病了,0,0,0,0,0,0,1,0,1
他真的讓我很困擾,0,0,0,0,0,0,1,0,1
我可能會失控,0,0,0,0,0,0,1,0,1
我想跳樓,0,0,0,0,0,1,0,0,1
我不想活了,0,0,0,0,0,1,0,0,1
我想買西瓜刀,0,0,0,0,0,1,0,0,1
我曾自殺,0,0,0,0,0,1,0,0,1
我曾自殘,0,0,0,0,0,1,0,0,1
我有很多朋友,0,0,0,0,0,0,0,1,0
他對我很好,0,0,0,0,0,0,0,1,0
他是我這輩子最喜歡的人,0,0,0,0,0,0,0,1,0
我喜歡跟自己相處,0,0,0,0,0,0,0,1,0
我一定可以成功,0,0,0,0,0,0,0,1,0
我很喜歡妳,0,0,0,0,0,0,0,1,0
他總是讓我很開心,0,0,0,0,0,0,0,1,0
他都會來幫我的忙,0,0,0,0,0,0,0,1,0
他會失敗都是我造成的,0,0,0,0,1,1,0,0,1
他今天看到人就閃避一定是因為我說了什麼,1,0,0,0,1,1,0,0,1
他不接我電話該不會是先前我得罪了他,0,0,0,0,1,1,0,0,1
我很擔心他是不是因為我所以不來參加這次晚會,0,0,0,0,1,1,1,0,1
這個店員對我咒罵一定是因為我做錯了什麼,1,0,0,0,1,1,0,0,1
爸媽不理我應該是因為我今天在學校表現不好,0,0,0,0,1,1,0,0,1
我的朋友正眼也不瞧我一眼我想是因為我騙了他,0,0,0,0,1,1,0,0,1
他不接我電話難道是因為不喜歡我的關係,0,0,0,0,1,1,0,0,1
他考不好我想是因為我昨天吵他念書的關係,0,0,0,0,1,0,0,0,1
我教的課很無聊所以學生才不聽我講課,0,0,0,0,1,1,0,0,1
一定是因為我教育失敗我的孩子才會出去跟人打架,1,0,0,0,1,1,0,0,1
